Ido_mp,UA_X,UA_Y,UA_Z,FA_X,FA_Y,FA_Z,H_X,H_Y,H_Z
7.4979506,5.46108999065208,3.39070123283021,5.74024248720479,18.746986954488,-0.289788793347695,-46.734764886344,-18.6103663850866,-9.67962325296548,-6.70898226159466
7.5469843,5.46807155435329,3.38449572194829,5.75696695131077,18.7519628731974,-0.264898524082901,-46.7440410379145,-18.6254654379147,-9.70623310889265,-6.68935626560185
7.5944433,5.46345369892503,3.39685481613143,5.70555436802366,18.736547557373,-0.299669642390258,-46.7706871470414,-18.623953116132,-9.66701194894195,-6.6892144609858
7.640334,5.47731734033857,3.42421300797508,5.69009361289839,18.7458762213677,-0.306005006528556,-46.798929190899,-18.6315409214303,-9.68527213477093,-6.683841936166
7.6729533,5.4723221561102,3.43440877266395,5.71351456439432,18.7807213567059,-0.344175772687444,-46.8495167319149,-18.6499606336339,-9.65290466272958,-6.64168085910023
7.7160084,5.45001614348215,3.47188109558904,5.69625536720904,18.7661240902171,-0.390348866393469,-46.888978412695,-18.6535726586971,-9.61374947526045,-6.65430480403919
7.7629275,5.43509092884839,3.49803094147185,5.65772388783162,18.7110617891943,-0.409214753811672,-46.8755570337862,-18.6032951676523,-9.57242862544746,-6.6749418279734
7.7954314,5.40667682420833,3.50565644089549,5.6760800760858,18.6745997628694,-0.446759952080839,-46.8512988738904,-18.544321089586,-9.54518400280063,-6.71855452495573
7.8397422,5.40566036944798,3.48269540883211,5.71295967975796,18.6485449732707,-0.480500208585158,-46.8463057143147,-18.5104229127687,-9.504496656038,-6.74932054588463
7.8848585,5.40652087188986,3.50777490650891,5.68696289729458,18.5903607241096,-0.568819316957545,-46.8353416423551,-18.4857704384268,-9.40771234745596,-6.78412256549093
7.9322261,5.38926588963793,3.5512225398718,5.60974839644465,18.5790530399704,-0.590996498221363,-46.8501086924037,-18.4595981606847,-9.35393356008217,-6.78910805609339
7.9794535,5.37242448912326,3.59015442261402,5.52901739303577,18.5760543854536,-0.643695118221074,-46.8714941713653,-18.4197843265427,-9.33543880047785,-6.78494201722627
8.0149173,5.3764378357742,3.58925745124233,5.49244480289426,18.5521376394086,-0.648385247015136,-46.8874100760753,-18.4089742538022,-9.32448006347403,-6.77403541091401
8.0728716,5.37389803335722,3.58659650723547,5.48401436377011,18.5705990960609,-0.582195438263101,-46.9115309701495,-18.4319564171728,-9.32936480322928,-6.74508260921135
8.1213021,5.39873720394052,3.58579734730841,5.46878100598037,18.5775001890871,-0.694943571889473,-46.849383340995,-18.4297876454698,-9.28076848081263,-6.81066830389041
8.1670263,5.4052337131809,3.62595260544249,5.39774517069623,18.6213219708303,-0.766846623334116,-46.8554185387681,-18.4800309793121,-9.20709988356313,-6.82187793432541
8.2138081,5.39582796926034,3.61430207006729,5.36769866565159,18.60596171659,-0.807082679128692,-46.8286425923257,-18.4565791422574,-9.15037402865554,-6.87030506895942
8.26206,5.37169960801373,3.6241719411255,5.30956961981742,18.6128028986922,-0.801453101562028,-46.8485262805557,-18.4627432848815,-9.13768896573338,-6.85592026675921
8.3071503,5.38818516063,3.61384834776064,5.30588722242688,18.586739645619,-0.917689265144594,-46.7634939497442,-18.4517944975918,-9.06219047662444,-6.96585886276222
8.3397841,5.41290460848376,3.59937348106237,5.3256685448754,18.5669785387565,-0.947780231432989,-46.7563510419433,-18.4249537774832,-9.07064619390855,-6.97902624312895
8.3722987,5.40857466102654,3.62361098828481,5.25952623127227,18.5409245935617,-0.971553671216566,-46.7273670906132,-18.3962610891772,-9.06362306231934,-7.01135946971995
8.4170505,5.39793398221248,3.64525884201792,5.18434054875693,18.5167606714824,-0.991265677474162,-46.6944501848521,-18.3993910544619,-9.02934945064605,-7.04114175100238
8.4630577,5.4246493822671,3.60618676890086,5.20630143005987,18.474694871098,-0.98504287440364,-46.6145436372185,-18.359012316899,-9.05514569854016,-7.1215007317072
8.5118686,5.44622636722146,3.59642457193512,5.2269498741688,18.4319241625814,-0.993556309241473,-46.5510064720135,-18.3071067946661,-9.09322912474412,-7.18205903708535
8.5569989,5.44551382842157,3.59881819469413,5.15612417742577,18.3776682176242,-1.06462420167869,-46.4620658257171,-18.2519683397057,-9.04075735926171,-7.29809423768665
8.6032182,5.46574408253786,3.61070274972315,5.13838592622161,18.2404411828418,-1.25624704797602,-46.0949615834573,-18.1619665259382,-8.95317154509045,-7.69525361317829
8.6509221,5.46463087972914,3.65103667919783,5.06035038639075,18.1656150132355,-1.4609878098769,-45.841325639968,-18.0750820345849,-8.8696944710254,-8.00006823128887
8.6966787,5.45120302444758,3.66295175535472,4.98855202906008,18.0166044831919,-1.51571035821629,-45.6296550618034,-17.9381304439509,-8.85288980386648,-8.22717225405092
8.7436913,5.46899478184029,3.68231598750638,4.89111892719066,17.9721457578137,-1.58367033313325,-45.5254302589664,-17.8973438623595,-8.81699388729987,-8.33866199001893
8.7906792,5.50574630012627,3.6224774956674,4.91128797420627,17.8316518981556,-1.63934647766574,-45.4589957243871,-17.7857866539979,-8.78318907461508,-8.45184490522812
8.8377803,5.47754412202213,3.60257376596691,4.89966413759369,17.792276414915,-1.65950284347863,-45.4394674238837,-17.7379369401657,-8.74508755335326,-8.46904293831971
